"kmeans1","kmeans2"
1,0.6579
0.6559,0.3548
0.6672,NA
0.6701,0.6701
0.3723,0
1,0.6526
0.6885,0.3505
1,0.6508
1,1
1,0.6865
1,NA
0.6531,0.3265
1,1
1,0.6688
0.688,NA
0.6743,0
1,1
1,0.6679
1,0.3516
0.6667,0.6667
0.6539,0
1,0.3438
1,0.6957
1,NA
1,0.6552
1,0.6468
1,1
1,1
1,NA
1,0.6438
1,NA
1,1
0.3446,0.3446
1,NA
0.6769,NA
1,0.3525
0.6729,0
1,NA
1,0.6186
1,1
0.6221,NA
1,NA
0.6545,0
0.3691,0
0.6413,0
1,1
1,NA
1,1
0.6525,NA
1,1
1,1
0.6436,NA
1,1
0.6808,0
0.3469,0
0.6673,0.6673
1,0.69
1,1
1,NA
0.6898,0.6898
1,0.3683
0.3511,0
1,NA
1,NA
1,1
1,0.7021
0.6742,0
1,1
1,0.6333
1,0.34
1,0.6674
1,NA
1,0.343
1,1
0.6853,NA
1,1
1,0.6388
1,0.6517
0.6578,0.6578
1,0.6505
1,1
0.6554,0
1,0.7182
1,1
0.6508,0.6508
0.6875,0.6875
0.6854,0.6854
1,0.3663
0.6931,0
1,0.3626
1,0.6795
0.6632,0.3368
1,NA
0.6768,0.3536
0.6333,0.3222
1,0.3483
1,0.6868
1,NA
1,1
1,1
1,NA
1,NA
1,1
1,0.6404
1,0.3548
1,0.6694
0.6714,0
0.7083,0
1,0.3499
0.6527,0.6527
1,1
0.3421,0
1,1
0.6365,0.3377
1,0.7149
0.6778,0.6778
0.6631,0.6631
1,1
1,0.6522
1,1
0.6667,0
1,1
1,0.6275
1,0.6444
0.6612,0.3692
0.6923,0
1,NA
1,1
1,0.6771
1,0.6443
0.6699,0.6699
1,0.6739
1,1
1,0.6642
0.6802,NA
1,0.3621
0.6472,0
1,0.6437
1,NA
1,1
1,NA
1,NA
1,1
0.6421,NA
0.3655,0
1,0.3616
1,0.6826
1,NA
1,0.6667
1,0.6832
1,0.6617
0.6543,0
1,1
1,1
1,NA
1,1
0.6447,0.3368
1,1
1,0.6701
1,NA
1,0.6733
1,0.3539
1,0.6801
1,0.6625
1,0.3565
1,NA
1,0.6838
1,1
1,NA
1,NA
1,NA
1,1
1,0.3608
1,1
0.6891,NA
1,1
1,0.6702
1,1
1,1
0.7012,0.3719
1,1
1,0.3363
0.6859,0.6859
1,NA
1,NA
1,NA
1,1
1,1
1,0.673
1,1
1,NA
1,NA
1,1
1,1
1,1
0.6679,0
1,1
1,1
1,0.6804
1,0.6465
0.6588,0.6588
1,0.3489
1,1
0.6599,0
1,1
1,0.6573
1,1
1,0.6526
1,1
1,0.3558
1,1
0.6669,0.6669
0.6717,0.3573
1,0.3579
1,1
0.6527,0
1,1
1,1
1,0.3635
1,1
1,0.6452
1,0.3441
1,1
1,1
1,0.7113
1,1
1,1
1,0.3536
1,NA
1,1
1,1
1,0.356
1,1
0.6733,0.6733
1,0.6711
0.7012,0.3582
0.6794,0.6794
0.7049,NA
0.34,0.34
1,0.6276
1,1
0.6499,0
1,1
1,0.6836
1,0.6818
0.3419,0
1,0.6842
1,0.6577
0.6643,NA
1,1
1,NA
1,1
0.6344,0.3333
1,1
1,1
0.6495,0
0.6705,0
1,0.7108
1,1
1,NA
1,1
1,NA
1,NA
1,1
1,1
1,1
1,NA
1,1
1,1
1,0.3404
1,0.6635
1,0.6479
1,1
1,0.6788
1,1
1,1
0.6229,0.6229
0.7179,0.7179
1,0.6989
1,1
1,0.6596
0.6344,0.3333
1,0.6424
1,0.6456
1,1
0.6482,0.3241
1,1
1,0.66
1,0.6759
1,1
1,0.3367
1,1
1,0.6827
0.63,NA
1,1
1,1
1,1
1,0.6482
1,1
1,0.6111
1,0.3715
1,1
1,0.6867
0.6556,NA
1,0.6623
1,1
1,NA
1,1
1,0.3478
0.6516,NA
0.6511,0.6511
0.6816,0.352
0.6576,0.6576
1,NA
0.6698,0.3503
1,0.347
1,1
1,1
0.6677,0.3345
1,0.3684
1,0.6608
1,0.6739
1,0.3813
1,0.6667
1,0.6397
0.6768,0.3434
0.6519,0.3311
1,0.6773
0.6489,0.3511
0.6737,0.6737
1,0.3684
0.6739,0.6739
0.634,0.634
1,1
1,1
0.6871,0
1,0.6585
1,1
0.6678,0
1,1
1,NA
1,NA
0.6847,0
1,0.3609
1,1
1,1
1,1
1,1
1,NA
1,0.617
1,0.6963
1,1
1,1
1,1
1,1
0.6806,0.6806
1,1
1,0.6717
0.6652,0.3456
1,1
0.6845,0
0.6765,0
1,1
0.7102,0.7102
1,1
0.6819,0.6819
0.6536,0.6536
0.6505,NA
1,1
1,1
1,1
0.6554,NA
1,0.6583
1,NA
1,1
1,NA
1,0.6747
1,1
1,1
0.6762,0.6762
1,1
1,1
0.6445,NA
1,NA
0.6854,0
1,1
1,NA
1,0.347
1,0.6542
0.68,0.35
1,NA
1,1
1,1
1,1
1,1
0.6547,0.3353
1,0.6923
0.6507,0
1,1
0.6351,0
1,1
1,0.6275
1,1
1,0.6817
1,1
0.6743,0.3668
0.6551,0
1,NA
1,NA
1,0.6655
0.6983,0
0.6923,0
1,1
0.6773,0.3489
0.6227,0.3168
1,0.6774
0.6762,0
1,0.6725
0.6734,0.3573
0.6648,0.3541
1,0.6545
1,NA
1,NA
0.6688,0
0.6524,0.3367
1,1
0.3638,0.3638
1,1
1,NA
1,1
1,NA
1,0.6421
1,1
1,0.3768
1,0.6809
1,0.6691
1,1
1,0.6497
1,NA
1,0.6842
1,NA
0.7123,0.3837
0.6731,0.6731
1,0.3707
1,0.6458
1,1
1,0.3527
1,1
0.6677,0.6677
1,1
1,1
1,0.3735
1,0.3437
0.6737,NA
1,0.7002
1,1
1,1
0.6672,0.3606
1,0.7208
1,0.6608
0.6552,0.355
0.6519,0.347
0.6739,0
1,1
1,0.3511
0.7132,0.7132
1,0.6619
1,1
0.6625,0.6625
1,1
1,1
0.6957,0.3804
1,NA
1,1
1,0.6769
1,NA
1,0.3511
1,1
1,NA
1,0.6803
1,NA
1,NA
1,NA
1,0.3456
1,0.6531
0.3441,0
1,0.6997
1,NA
0.6772,0
0.7072,0.7072
1,0.696
1,0.6667
0.6843,0.6843
1,NA
1,1
1,0.6855
1,0.6943
1,NA
1,NA
1,1
1,1
1,1
1,0.6664
1,1
1,1
1,NA
1,1
0.661,0.661
1,0.3394
1,0.6729
0.6634,0.6634
0.6661,0.6661
0.6865,0.3453
1,1
1,0.6314
1,0.6678
1,1
1,1
0.6421,0.6421
1,0.6701
0.6429,0
1,NA
1,0.6992
1,1
1,NA
1,0.676
1,1
1,1
1,NA
1,NA
1,1
1,0.6599
1,0.666
1,1
1,0.6767
1,1
1,1
1,1
1,0.6544
1,1
1,NA
0.6584,0
1,1
0.6854,NA
1,1
0.6803,0
1,NA
0.6627,0.3373
1,0.6762
1,1
0.6742,0
0.6356,0.3355
1,1
0.66,NA
1,0.7158
1,1
0.6556,0.6556
1,1
1,1
1,1
0.3558,0.3558
1,0.3457
1,NA
1,0.6619
1,0.6768
1,0.6727
1,0.6522
1,0.6471
0.6404,NA
1,NA
1,0.6706
1,NA
0.6775,0.3535
1,NA
1,1
0.6458,0.6458
1,1
1,1
1,1
1,NA
1,0.6776
1,1
1,NA
1,NA
1,1
1,0.6686
1,1
1,1
1,NA
1,1
1,1
1,NA
1,0.6498
1,1
1,0.6309
1,NA
1,1
1,NA
1,1
1,0.3631
1,1
0.6644,0.6644
1,1
1,1
0.6913,0
1,1
1,1
1,0.6464
1,0.6673
1,1
1,1
0.6449,0.3285
1,NA
0.6637,0
1,1
1,1
0.6762,NA
0.6507,NA
1,0.6633
0.6677,0.3602
1,1
1,0.6606
1,0.6531
1,0.6487
1,1
1,1
0.3678,0
1,0.6606
0.6714,0
0.6667,0.6667
1,1
1,0.352
1,0.6444
0.6459,0
1,0.664
1,NA
1,1
0.6906,0
1,0.676
1,1
1,0.6839
1,1
1,0.6845
1,0.3603
1,0.3545
1,1
1,0.6923
1,1
1,NA
1,0.3733
1,1
1,1
0.6659,0
0.6745,0
0.6858,0
1,0.6419
1,0.708
0.6845,0
1,1
1,1
0.6458,0.3333
1,NA
1,1
1,NA
1,0.7078
1,0.6768
1,0.6849
0.683,0
0.6291,0
0.6955,0.3531
1,1
0.69,0.36
1,NA
1,0.6867
0.6632,0
0.6535,0.3366
1,NA
1,0.3789
1,1
1,1
1,NA
1,1
0.6727,0
1,1
1,0.6474
1,0.3505
1,0.6738
1,NA
1,1
1,1
1,1
0.6484,0.3407
1,NA
1,NA
1,0.6581
0.679,NA
1,0.6454
1,NA
1,0.3431
1,0.6995
1,NA
1,1
1,1
1,1
1,1
1,0.6909
0.6916,0.6916
1,1
1,1
1,1
1,NA
1,0.6809
1,1
1,0.672
0.6447,0.3278
1,1
0.6718,NA
1,1
1,0.6889
1,1
1,1
1,0.6959
0.6939,NA
1,0.6275
1,0.6611
0.6515,0.6515
1,1
1,1
1,1
1,0.3596
1,0.6989
0.6379,0
1,1
1,NA
0.6729,NA
1,1
1,0.6787
1,0.6577
1,0.6201
0.6664,NA
1,1
1,1
0.667,0.3533
0.6383,0
0.6907,0.6907
1,1
1,0.6774
1,0.6511
1,0.3476
1,0.337
0.6716,0.6716
1,0.6838
1,0.6963
1,0.7188
1,1
1,NA
1,1
0.6667,NA
0.6316,0.3164
0.6846,0.6846
0.6547,0.3331
1,0.6796
0.667,0.3341
0.6604,NA
1,1
0.6889,0.3444
0.6742,NA
0.6449,0.334
0.6767,0
1,0.3488
1,0.3448
0.3474,0
1,NA
1,0.6641
1,0.67
1,NA
0.6529,0
1,0.6997
1,0.6694
1,NA
0.7047,NA
1,0.3447
1,NA
0.6703,0.6703
1,1
1,1
0.6712,NA
0.6544,NA
0.6911,NA
0.6666,NA
1,NA
1,1
0.6639,NA
0.6632,NA
1,1
1,1
0.7012,0
1,1
1,0.6421
1,0.378
1,NA
1,NA
1,1
1,0.6563
0.6725,0.6725
0.6628,NA
0.6507,0.3493
0.6882,NA
0.6529,NA
1,1
1,0.6368
1,NA
1,0.6397
1,NA
1,0.6559
1,NA
0.6752,0
0.6772,0.3829
1,NA
0.6806,0.6806
0.6775,0
1,1
1,1
1,0.6593
1,1
1,1
1,0.6585
1,NA
1,0.6304
1,NA
0.6503,0
0.6593,0
1,0.379
1,0.6341
1,1
1,1
1,NA
1,0.6762
1,NA
1,NA
1,0.6612
0.6712,0.3356
1,1
1,0.6701
1,0.6523
0.6517,0.338
1,NA
0.6463,0.6463
1,1
0.6598,0.6598
1,NA
0.6739,NA
1,1
1,NA
1,NA
1,1
1,0.6701
1,0.6667
1,1
1,0.6277
1,0.6733
1,1
0.6791,0.3727
0.361,0.361
1,NA
0.6915,NA
1,NA
0.6357,0
1,NA
0.6749,0
1,0.67
1,1
0.6676,NA
1,NA
1,NA
1,NA
1,0.6539
1,0.6556
1,NA
1,NA
0.3519,0
0.627,NA
0.663,NA
1,0.3596
1,1
1,0.6353
1,NA
1,1
0.6266,NA
0.6629,NA
0.6932,0.6932
1,0.6911
0.6598,0.6598
0.6907,0
1,0.3475
0.6712,0.6712
0.6304,0
0.6515,0.3337
1,1
0.6809,0
1,1
1,NA
1,0.7918
1,0.9241
1,0.9303
1,1
1,0.962
1,1
1,1
0.9553,0.9553
0.9236,0
1,0.5345
1,0.6727
0.6242,0
0.924,0.4904
1,0.4686
0.7991,0.6423
1,1
0.6755,0
1,1
1,0.6758
1,1
1,0.7066
0.6581,0.3444
0.6369,0.6369
1,0.6408
1,1
1,NA
1,0.3573
0.6541,0
1,0.6728
1,0.6673
0.6423,NA
0.6485,NA
1,0.6546
1,1
1,NA
0.6424,0
1,1
1,1
1,NA
1,NA
1,0.3726
1,NA
1,1
1,1
1,1
1,NA
1,NA
1,NA
1,NA
1,NA
1,1
1,NA
1,NA
1,1
1,1
0.6709,NA
1,0.659
1,0.6575
0.6831,0.6831
0.3539,0
0.6497,0
1,1
1,0.3606
1,NA
1,NA
1,0.6569
1,NA
0.6909,NA
1,1
1,0.6982
0.6705,0
0.6551,0.3331
1,NA
1,0.6849
1,NA
0.6808,NA
0.6539,0.3303
1,NA
1,0.6447
1,NA
1,1
1,1
1,1
1,1
1,1
1,0.6857
1,NA
1,1
0.6812,0
1,NA
0.6495,0.6495
1,0.6632
1,0.662
1,1
1,0.6578
1,NA
1,0.7046
1,0.6461
0.671,NA
1,0.6471
1,1
1,1
1,1
1,0.659
0.7101,0.7101
1,NA
1,0.6565
0.6954,0.387
1,1
1,NA
1,NA
1,1
1,NA
1,NA
1,1
1,0.6771
1,1
1,1
1,0.3394
0.6913,0.3537
1,1
0.7038,0.7038
1,0.6961
0.6535,0.3754
0.69,0
0.6863,NA
1,NA
1,NA
1,0.3703
0.5014,0.5014
1,1
1,NA
1,NA
1,NA
1,NA
1,0.633
1,0.6632
1,NA
0.6892,0
0.671,NA
1,NA
1,NA
1,0.6472
1,0.663
1,0.6553
0.6771,NA
1,0.6658
1,NA
0.6552,NA
0.7148,0.3889
1,0.6503
1,0.6458
0.6432,0.3331
1,0.3555
1,1
0.667,0.667
1,0.6496
1,0.6774
0.6159,0
1,0.6688
1,1
1,NA
1,0.6721
1,1
1,1
0.6925,0
1,NA
0.6743,NA
0.6982,0.3848
1,0.6557
1,0.3443
1,NA
0.6708,0
1,1
0.6937,NA
1,NA
0.6314,0.3354
1,NA
1,NA
1,1
0.6436,0
1,NA
1,NA
1,NA
0.6564,NA
0.6786,NA
1,1
1,1
1,NA
1,1
0.6924,0
1,1
1,0.3446
1,0.3667
0.7068,0
0.6454,0
0.6236,NA
1,NA
1,NA
1,NA
1,1
0.6774,NA
0.6683,0
1,NA
0.6725,NA
1,0.3614
1,0.6399
1,0.7085
1,1
1,NA
0.6188,NA
1,NA
0.6607,NA
1,0.6685
1,0.3579
0.6858,0
1,NA
0.6681,0.6681
0.6687,0.3442
1,1
0.6802,NA
1,0.3585
0.669,0.669
1,0.6635
0.7276,0.7276
1,0.6588
0.635,0.3285
0.6866,0.352
1,0.6914
0.6616,0
1,1
1,0.6611
1,0.689
1,0.6683
0.6821,0
1,NA
1,NA
0.6782,0.6782
0.6781,0.3411
1,0.3602
1,1
1,NA
0.6707,0.3377
1,0.6831
1,0.6789
0.6579,0
0.6779,0
1,0.3615
1,0.3646
1,NA
0.3544,0
1,0.6927
1,NA
0.6307,0.3168
1,0.6845
1,0.6839
1,1
1,NA
1,NA
1,0.6758
1,1
1,NA
0.6753,0.6753
1,NA
1,1
1,NA
1,NA
1,0.6341
1,NA
0.662,NA
0.6812,0.3652
1,0.3531
1,0.6955
1,NA
1,1
1,0.6654
1,1
1,0.3468
1,NA
1,1
0.6952,0.6952
1,NA
1,0.708
1,1
1,NA
0.6576,0.6576
1,NA
0.6811,0
1,NA
0.7175,0.3633
1,NA
1,1
1,NA
1,0.6358
0.6917,0
1,NA
1,0.7132
1,1
1,NA
1,0.3644
1,1
1,1
0.6427,0
0.6974,0.3755
1,NA
1,NA
1,1
0.6824,0.3665
1,0.6688
0.6857,NA
1,1
1,0.3656
0.6723,NA
1,NA
0.6565,NA
0.6578,0.3498
1,0.6576
1,NA
1,1
1,1
1,0.6446
1,NA
1,NA
1,0.6505
0.6837,0.3745
1,NA
1,NA
0.6894,0.3611
1,NA
1,0.3358
1,NA
1,0.6895
1,NA
1,1
0.6773,0
0.6864,NA
1,NA
1,NA
1,0.6495
1,NA
1,0.6503
0.6865,0.6865
0.6752,0
1,NA
1,NA
0.6646,0
1,0.6591
1,NA
1,0.6717
0.6528,0
1,0.6663
0.6389,0.3581
1,0.6639
1,0.6722
1,1
1,NA
0.6418,0.34
1,1
1,0.6431
1,0.6685
1,1
1,NA
1,NA
1,NA
0.6298,0
0.6755,0
0.6438,NA
1,1
0.3384,0
1,0.6606
0.6883,0
0.6667,0
1,1
1,0.6699
1,1
1,0.3539
1,NA
0.7068,NA
1,0.6888
1,0.6694
1,1
1,NA
1,0.3414
1,NA
0.7118,0
1,0.7
1,1
1,1
0.6512,0.6512
1,0.6687
1,1
1,NA
0.6827,0
0.7175,0
1,NA
0.7,0.7
1,0.6637
1,1
1,NA
0.701,0
1,1
0.6801,0.6801
1,NA
0.6593,NA
1,0.6659
1,0.6148
1,NA
1,1
0.6858,NA
1,1
1,0.6663
0.6942,0.6942
1,0.6914
1,0.3503
1,0.6778
1,0.6304
1,0.3496
1,NA
1,0.3443
1,NA
0.6324,0.6324
1,1
1,NA
0.7007,0.7007
1,NA
1,0.6673
1,1
1,0.3647
1,NA
1,0.6804
1,NA
1,0.675
1,0.6761
1,1
1,1
1,0.6837
1,0.6194
0.3834,0
1,NA
1,NA
0.6868,0.3807
1,1
1,0.3611
0.6989,0.6989
1,1
1,NA
1,1
1,1
0.6753,0.3494
0.6741,0.6741
1,0.6725
1,NA
1,0.3806
1,1
1,1
1,NA
1,1
1,0.68
0.6162,0
0.6596,0
0.6614,0.6614
1,NA
1,0.6916
1,1
0.6879,NA
1,1
1,NA
0.6692,0.6692
0.6787,0.3542
1,0.3596
1,1
1,1
1,0.6874
1,0.3472
1,1
1,0.3636
1,NA
1,1
1,NA
1,0.6936
1,1
1,0.6432
1,1
1,1
1,0.6473
1,0.3667
1,0.6872
1,0.6732
1,0.6199
1,0.7219
1,1
1,0.6648
1,0.659
0.3567,0
1,NA
0.6708,0.3663
1,0.3598
1,NA
1,1
1,1
1,0.3685
1,1
0.6807,0
1,1
1,0.6981
1,0.6343
1,0.6343
1,1
0.6739,NA
1,0.6493
0.6537,0.3504
0.6506,0.6506
1,1
1,0.3699
1,1
0.6743,0.3412
0.6741,0.338
0.6687,0
0.6855,0
1,1
1,1
0.6515,NA
0.6543,NA
0.7148,0.3889
0.6953,0.3628
1,1
1,1
0.6758,0.6758
0.6603,0.6603
1,NA
1,1
1,1
1,1
1,1
0.6258,0.3217
0.6568,0.6568
1,1
1,0.649
0.6464,0
1,0.6451
1,NA
0.6534,NA
0.6685,0
1,NA
1,1
1,0.3574
0.3394,0.3394
1,NA
1,1
1,NA
1,0.6453
1,1
1,1
1,0.6748
0.6789,0.367
1,NA
1,0.6453
0.6562,0.3352
0.6576,0.3723
0.6883,NA
1,0.34
1,NA
1,1
0.6948,0.3722
0.7002,0.7002
0.673,NA
0.3421,0
1,NA
1,NA
1,0.6788
1,NA
0.6553,0.6553
1,1
0.6907,0
1,1
1,0.6527
0.6705,0.3363
1,0.6527
1,NA
1,NA
1,NA
0.6799,0
0.6945,0.363
1,1
0.656,0.656
1,NA
1,1
1,1
1,1
0.6978,0.3674
0.6702,NA
1,0.6416
1,0.3666
1,0.354
1,NA
1,0.6846
0.6807,NA
0.6661,0.6661
0.6722,0.6722
1,0.6651
0.6605,NA
1,1
0.669,NA
1,NA
0.669,0
1,0.6139
1,0.3599
1,NA
1,1
1,NA
1,NA
1,NA
1,1
1,1
0.6648,0.6648
0.6569,0.3449
1,1
0.6827,0.6827
0.6487,NA
1,0.6564
1,0.3866
0.651,0
0.6832,0
1,1
0.6468,0
1,0.6942
1,0.7059
0.7009,NA
1,NA
1,0.3485
0.6876,0
0.6678,0
0.6827,0.6827
1,NA
1,1
1,1
1,0.6791
1,1
0.6685,0
1,NA
1,0.6707
1,NA
1,NA
0.6648,0.345
1,NA
0.7023,0.7023
1,NA
1,1
0.6566,0.6566
1,0.6966
1,1
1,0.3579
1,1
1,0.6657
1,1
1,1
1,1
1,0.6624
1,NA
1,NA
1,1
1,1
1,0.656
1,NA
1,0.3564
0.6356,0.6356
0.6548,0.3327
1,0.7033
1,1
1,0.6802
1,1
1,1
1,1
1,1
0.6454,0.345
1,0.6324
1,1
0.6513,0.3293
1,NA
1,NA
1,0.6514
1,1
1,1
1,1
0.6278,0
1,NA
1,1
1,NA
1,1
1,1
1,0.6572
1,0.6644
1,0.6741
1,0.7192
0.6648,0
1,0.7078
1,1
1,0.6968
1,NA
1,NA
1,1
1,NA
1,NA
0.6749,0.6749
1,1
0.7221,0.7221
1,0.6983
1,1
1,NA
1,0.662
1,NA
1,1
1,0.6521
1,1
1,1
1,1
1,NA
0.702,0.702
1,NA
0.6874,0
1,1
1,0.6827
1,0.6812
1,0.6458
0.6594,0
1,1
1,0.668
1,NA
0.71,0
1,0.666
0.657,0.3548
0.6804,0.3512
1,1
1,0.6599
0.7206,0.7206
1,NA
1,NA
1,0.6954
1,1
1,1
1,NA
0.6677,0
0.7219,0
1,1
0.6804,0
1,1
0.6708,NA
1,0.6887
1,1
1,NA
1,1
1,0.6777
1,0.6629
1,NA
0.7038,0.3613
0.642,0.642
1,NA
1,NA
1,0.6927
1,NA
1,0.6601
1,0.6688
1,0.684
1,0.3764
1,1
1,0.669
0.6659,0.6659
1,NA
1,0.6496
1,0.64
1,1
1,1
1,1
1,1
1,1
0.6621,0
1,0.6347
0.6598,0
1,0.6632
1,0.6776
1,NA
1,0.6782
1,0.6883
0.7007,NA
1,0.7004
1,1
0.3498,0
1,0.6194
0.6748,0.3521
0.659,0.3415
1,1
1,0.3534
1,0.6113
1,1
1,1
1,0.6958
1,0.3636
1,0.6942
1,1
1,NA
1,NA
1,1
1,1
1,1
1,0.6553
1,1
0.6422,0.6422
0.7135,0.7135
0.7066,NA
1,0.6236
1,0.3432
1,0.6799
1,1
0.7033,0.3663
1,0.681
1,0.662
0.7195,0.3707
1,0.6699
1,0.3536
1,1
1,1
1,NA
1,1
1,0.6453
1,NA
1,0.7033
1,1
1,1
1,0.7117
0.6733,0
1,0.6901
1,0.6999
1,0.6805
0.656,0.3477
0.6575,NA
1,1
1,0.3764
0.6826,0
1,1
0.6784,0.6784
0.6769,0
1,NA
0.6778,0
1,1
0.6406,0.6406
1,0.6596
0.639,NA
1,1
1,NA
1,NA
0.6654,NA
0.7004,0.3686
1,0.3769
1,1
1,1
1,NA
1,0.6716
1,0.6858
1,0.6663
1,0.6638
1,1
1,NA
0.6749,0.3599
1,0.7066
0.65,0.3269
1,0.6579
1,NA
1,1
1,NA
1,0.6776
0.6641,0
0.6952,0.6952
0.6991,0.6991
1,1
0.6873,0
1,1
1,0.3478
1,0.6491
1,1
0.6402,0.6402
1,0.6878
1,1
0.6984,0.6984
1,1
1,0.6613
1,1
1,NA
0.6749,0
1,1
1,0.6554
1,NA
1,1
1,NA
1,0.6371
0.6613,0.6613
1,0.6575
1,0.6639
0.6527,0
1,0.6387
1,NA
1,0.6781
0.6163,0.6163
1,NA
1,0.6427
1,0.658
1,0.6949
1,1
1,1
1,NA
1,1
0.6812,0
1,NA
1,1
1,1
1,0.6545
0.6714,0.6714
1,0.3964
0.6595,0.6595
1,0.6704
1,NA
1,1
1,1
0.6438,0
1,0.3442
0.6491,NA
1,0.6412
0.6488,0.3346
1,NA
1,0.6541
1,NA
1,1
1,1
1,NA
0.6578,0.6578
0.7014,0.7014
0.6763,0
1,1
1,1
1,0.3469
1,1
1,1
1,0.6777
1,1
0.3485,0
1,0.3526
0.6498,NA
1,1
1,1
0.7052,0.3808
1,1
1,NA
1,0.6113
1,0.6576
1,1
1,0.3587
1,0.6326
1,1
1,1
1,0.6553
1,0.3455
1,NA
0.664,0.664
0.6466,0.3313
1,1
0.6817,0.6817
1,0.3645
0.6421,0
1,NA
1,0.72
1,1
1,NA
0.6537,0
1,0.657
1,0.6905
1,1
1,0.3702
1,0.3399
1,0.6562
0.6579,0
1,NA
0.6897,0.6897
1,1
1,NA
1,0.6475
0.6751,0.3649
1,NA
1,0.3535
0.7152,0
1,NA
1,1
1,0.708
1,1
1,0.3726
1,0.3364
1,0.6702
1,0.6685
1,0.6575
0.6655,0
1,NA
1,1
1,0.6591
1,1
1,0.6867
1,1
0.6983,NA
1,0.6874
1,1
1,NA
1,NA
0.6576,0
1,1
1,1
0.7125,0.7125
1,1
0.6826,0
0.6796,0.3474
1,1
0.6709,NA
1,0.3855
0.6834,0
1,0.6878
1,1
1,NA
1,1
0.6867,0.372
1,NA
1,NA
1,NA
1,NA
1,0.6841
1,0.6974
1,NA
1,1
1,1
1,NA
1,NA
0.6409,0
1,1
0.6604,NA
1,NA
1,NA
1,0.6422
1,0.6873
1,NA
1,0.7188
1,NA
1,1
1,0.6909
1,0.6671
0.6379,0.3578
1,NA
1,1
1,1
1,0.6651
1,0.6584
1,0.6246
1,1
0.6448,0.6448
0.7031,0.7031
1,1
1,NA
1,1
1,0.6688
1,1
1,1
0.6326,0.6326
1,0.6404
0.6391,0
1,0.3482
1,0.6326
0.6713,NA
1,NA
1,NA
1,NA
1,0.3831
1,0.3652
1,1
1,1
1,0.3455
1,1
1,NA
1,0.6454
1,NA
1,NA
0.714,NA
1,0.6905
1,1
1,0.6509
1,1
1,NA
1,1
1,0.6812
1,0.7044
1,NA
1,1
0.7145,0
1,0.3409
1,NA
1,NA
1,NA
0.7107,NA
0.6984,0.3764
1,NA
1,1
1,1
0.683,0.3812
1,0.7078
1,NA
1,1
1,NA
1,0.3408
1,0.7276
1,0.6685
1,NA
1,1
1,0.3422
1,1
1,1
1,1
1,0.6877
1,NA
1,NA
1,1
1,1
1,NA
1,1
0.6795,NA
1,1
1,0.3807
1,0.638
1,1
0.6697,0
1,NA
1,NA
0.6494,0.6494
1,1
1,1
1,NA
1,NA
0.6546,0.6546
1,0.652
0.6606,0.6606
1,1
0.6602,NA
0.6399,NA
1,1
1,1
1,1
1,0.6402
1,0.3408
1,1
1,1
1,1
1,NA
1,0.374
1,0.6274
0.6961,0.6961
0.6955,0.6955
1,0.7282
0.671,0
1,NA
1,1
1,1
1,1
1,1
1,1
0.6431,0
1,0.3641
1,0.6736
1,1
1,0.6628
1,1
0.6397,0.3567
1,0.6687
0.6594,0
1,1
1,NA
1,0.6212
1,NA
1,1
0.6732,0
0.6938,0.6938
1,0.3658
1,0.3659
1,NA
0.6789,NA
0.6751,0.6751
1,0.3405
1,NA
1,NA
1,1
1,0.7201
0.662,0
1,0.6864
1,1
1,0.65
1,1
0.6752,0.6752
0.6914,0.6914
1,0.3699
1,NA
1,1
0.6878,0.3444
1,NA
1,0.6822
1,1
1,1
0.6721,NA
1,1
1,0.6424
1,0.7019
1,0.6825
1,1
1,NA
1,1
1,1
1,0.6572
1,1
1,1
1,NA
1,1
1,NA
1,NA
1,0.3855
0.6606,0.6606
1,0.6505
1,1
1,1
0.6488,0.3346
1,0.6668
0.6694,0.3451
1,0.6592
1,1
1,1
0.6864,0.3523
1,1
1,1
1,0.7201
1,1
1,1
1,0.66
1,0.3547
0.7123,0.7123
1,1
0.7282,0
1,0.6737
0.6671,0
0.6337,0
1,NA
0.6782,0.3493
1,1
1,0.6972
1,0.6795
0.6707,0.6707
0.7063,0.3666
1,NA
1,1
1,0.6343
1,1
0.6753,0.6753
1,0.6532
1,0.3605
1,0.6801
1,0.6379
1,0.6471
1,0.6666
1,0.7083
1,0.6703
1,0.7127
1,1
0.6979,0
1,1
1,0.6604
1,0.6412
1,0.3512
1,NA
1,0.3667
1,0.6753
1,1
1,0.666
1,NA
0.6958,0
1,0.6782
0.6787,NA
1,NA
0.6448,0.6448
1,0.6513
1,1
1,NA
1,0.6411
1,1
1,1
1,1
0.6753,0
0.6592,0.6592
1,1
0.6633,0
1,NA
0.6942,0
1,1
0.6325,0.3405
1,1
1,1
1,0.6482
0.6608,0.3469
1,NA
0.6385,0
1,1
1,1
1,1
1,1
1,0.6685
0.6933,0.6933
1,1
0.3528,0
1,0.6668
0.6906,0
1,NA
1,0.6883
1,1
1,0.6556
0.6966,0.3614
0.6847,0.6847
1,0.6887
1,0.6646
1,0.6905
1,NA
1,NA
1,1
1,0.6659
1,0.3703
1,1
0.6275,0.3166
0.6475,0
1,1
0.6678,0.6678
1,0.7094
1,1
1,1
1,1
1,1
1,NA
1,0.6787
1,1
0.6663,0
1,NA
0.6459,0
0.6686,0.3367
1,1
1,0.6611
1,NA
1,1
